id,estado,municipio,poblacion,indice_marginacion 
6234,Jalisco,Municipio_0006234,1782413,0.7822
6235,Sonora,Municipio_0006235,1267057,0.4304
6236,Chihuahua,Municipio_0006236,1985662,-1.7913
6237,Quintana Roo,Municipio_0006237,532996,-1.5467
6238,Hidalgo,Municipio_0006238,1766076,-1.874
6239,Baja California,Municipio_0006239,958926,2.215
6240,Tamaulipas,Municipio_0006240,286099,-0.0585
6241,Yucatan,Municipio_0006241,1295680,-0.8348
6242,Oaxaca,Municipio_0006242,1734740,0.2316
6243,Baja California,Municipio_0006243,1394333,0.1842
6244,Guerrero,Municipio_0006244,1560287,-1.108
6245,San Luis Potosi,Municipio_0006245,764756,-0.6253
6246,Campeche,Municipio_0006246,182378,-0.6661
6247,Sinaloa,Municipio_0006247,1250005,1.2165
6248,Tlaxcala,Municipio_0006248,1549880,-0.5802
6249,Morelos,Municipio_0006249,1100510,-1.504
6250,Nuevo Leon,Municipio_0006250,359515,-1.4549
6251,Tlaxcala,Municipio_0006251,973202,-0.3041
6252,Tabasco,Municipio_0006252,787110,0.5182
6253,Colima,Municipio_0006253,1907816,-2.3672
6254,Coahuila,Municipio_0006254,880387,-2.4503
6255,Tlaxcala,Municipio_0006255,1653202,-0.4783
6256,Nayarit,Municipio_0006256,559941,2.3512
6257,Guerrero,Municipio_0006257,1852395,1.261
6258,Campeche,Municipio_0006258,1774172,0.0617
6259,Tabasco,Municipio_0006259,1675715,2.0138
6260,Sonora,Municipio_0006260,42453,1.1061
6261,Zacatecas,Municipio_0006261,384233,1.1588
6262,Mexico,Municipio_0006262,1638068,-0.3763
6263,Mexico,Municipio_0006263,1736015,-1.6913
6264,Coahuila,Municipio_0006264,894067,-0.9778
6265,Nuevo Leon,Municipio_0006265,1860609,-1.1423
6266,Jalisco,Municipio_0006266,156555,-1.8818
6267,Morelos,Municipio_0006267,174439,-0.0337
6268,Chihuahua,Municipio_0006268,1184477,-0.0825
6269,Coahuila,Municipio_0006269,1598704,0.7769
6270,Hidalgo,Municipio_0006270,1307624,-0.9675
6271,Sonora,Municipio_0006271,1512374,-0.2787
6272,Tamaulipas,Municipio_0006272,1878508,2.1232
6273,Yucatan,Municipio_0006273,330691,-0.4422
6274,Puebla,Municipio_0006274,462568,0.1567
6275,Coahuila,Municipio_0006275,1672633,-1.0195
6276,Jalisco,Municipio_0006276,444439,-0.1472
6277,Chiapas,Municipio_0006277,671284,1.4832
6278,Campeche,Municipio_0006278,1865607,-2.2868
6279,Sinaloa,Municipio_0006279,1231610,1.3452
6280,Quintana Roo,Municipio_0006280,1301251,-0.4837
6281,Veracruz,Municipio_0006281,1245413,1.8311
6282,Colima,Municipio_0006282,1571793,0.117
6283,Baja California,Municipio_0006283,1879829,1.8961
6284,Morelos,Municipio_0006284,618794,-2.0465
6285,Jalisco,Municipio_0006285,122895,-2.2573
6286,Colima,Municipio_0006286,494838,-0.6179
6287,Oaxaca,Municipio_0006287,1228814,-2.2303
6288,Chihuahua,Municipio_0006288,595370,1.6026
6289,Mexico,Municipio_0006289,877545,-0.7542
6290,Hidalgo,Municipio_0006290,1873482,-1.5816
6291,Hidalgo,Municipio_0006291,1076244,2.1018
6292,Durango,Municipio_0006292,1161219,-1.3814
6293,Sonora,Municipio_0006293,1820802,1.4417
6294,Queretaro,Municipio_0006294,1395647,2.0382
6295,Colima,Municipio_0006295,552689,1.757
6296,Yucatan,Municipio_0006296,326916,-2.0611
6297,Tlaxcala,Municipio_0006297,1946537,-0.5547
6298,Chihuahua,Municipio_0006298,1694705,1.9163
6299,Coahuila,Municipio_0006299,1307148,-0.7434
6300,Tabasco,Municipio_0006300,1562205,-0.4861
6301,Aguascalientes,Municipio_0006301,738106,-2.2764
6302,Chiapas,Municipio_0006302,484382,0.4085
6303,Tabasco,Municipio_0006303,1590026,1.1854
6304,Campeche,Municipio_0006304,232288,0.1777
6305,Quintana Roo,Municipio_0006305,995993,1.5445
6306,Guanajuato,Municipio_0006306,1166699,-0.613
6307,Tabasco,Municipio_0006307,371318,1.9399
6308,Michoacan,Municipio_0006308,825793,-0.8822
6309,Veracruz,Municipio_0006309,1755473,-0.1458
6310,Zacatecas,Municipio_0006310,1971240,0.8399
6311,Jalisco,Municipio_0006311,992085,0.8614
6312,Coahuila,Municipio_0006312,1425671,1.8045
6313,Sonora,Municipio_0006313,627009,2.2943
6314,Campeche,Municipio_0006314,134070,0.9995
6315,Durango,Municipio_0006315,1112435,2.3969
6316,Quintana Roo,Municipio_0006316,103487,0.7749
6317,Morelos,Municipio_0006317,773882,-0.5678
6318,Zacatecas,Municipio_0006318,1283632,-2.2541
6319,Campeche,Municipio_0006319,1019015,-1.5015
6320,Queretaro,Municipio_0006320,1570764,1.7872
6321,Tabasco,Municipio_0006321,646538,-0.8354
6322,Chiapas,Municipio_0006322,1243889,2.0258
6323,Chihuahua,Municipio_0006323,767470,0.4289
6324,Puebla,Municipio_0006324,106018,-0.8157
6325,Guanajuato,Municipio_0006325,296083,2.3794
6326,Durango,Municipio_0006326,1681722,-1.8595
6327,Tlaxcala,Municipio_0006327,1682897,2.0427
6328,Chiapas,Municipio_0006328,1582671,-2.2388
6329,Guanajuato,Municipio_0006329,1187951,-2.2923
6330,Morelos,Municipio_0006330,697626,-2.2087
6331,Chihuahua,Municipio_0006331,956988,1.6154
6332,Durango,Municipio_0006332,1291473,-1.0078
6333,Chihuahua,Municipio_0006333,544008,2.3697
6334,Colima,Municipio_0006334,1633552,1.3607
6335,Morelos,Municipio_0006335,1758318,-1.7237
6336,Zacatecas,Municipio_0006336,494336,-0.698
6337,Baja California,Municipio_0006337,494658,-1.9758
6338,Tabasco,Municipio_0006338,1289961,2.0992
6339,Aguascalientes,Municipio_0006339,956969,2.0373
6340,San Luis Potosi,Municipio_0006340,1712057,1.9667
6341,Zacatecas,Municipio_0006341,1812909,-1.561
6342,Quintana Roo,Municipio_0006342,1169792,2.3261
6343,Yucatan,Municipio_0006343,724092,0.7282
6344,Guerrero,Municipio_0006344,1359518,1.6863
6345,Colima,Municipio_0006345,733976,1.4025
6346,Chihuahua,Municipio_0006346,1141944,0.0914
6347,Jalisco,Municipio_0006347,524054,2.3273
6348,Colima,Municipio_0006348,1700641,-0.5474
6349,Hidalgo,Municipio_0006349,579499,-0.6455
6350,Tamaulipas,Municipio_0006350,1778922,1.7394
6351,Tabasco,Municipio_0006351,52763,-1.9149
6352,Aguascalientes,Municipio_0006352,1062885,1.7776
6353,Nuevo Leon,Municipio_0006353,367502,1.3398
6354,Quintana Roo,Municipio_0006354,975027,2.4927
6355,Aguascalientes,Municipio_0006355,842952,-0.3105
6356,Chiapas,Municipio_0006356,972249,1.17
6357,Puebla,Municipio_0006357,1364654,-0.6436
6358,Zacatecas,Municipio_0006358,162468,-1.2144
6359,Sonora,Municipio_0006359,459843,-2.0329
6360,Tamaulipas,Municipio_0006360,987443,1.5651
6361,Puebla,Municipio_0006361,1426842,-0.8118
6362,Quintana Roo,Municipio_0006362,108422,1.7563
6363,Michoacan,Municipio_0006363,818591,2.0738
6364,Nayarit,Municipio_0006364,1854628,-1.6128
6365,Puebla,Municipio_0006365,296428,-0.9306
6366,Morelos,Municipio_0006366,189883,0.8652
6367,Morelos,Municipio_0006367,88417,0.5419
6368,Baja California,Municipio_0006368,905165,0.2856
6369,Michoacan,Municipio_0006369,1782416,0.9016
6370,Sonora,Municipio_0006370,1970594,1.1315
6371,Colima,Municipio_0006371,946658,-1.4732
6372,Chihuahua,Municipio_0006372,580345,2.2144
6373,Tabasco,Municipio_0006373,1243319,-1.4036
6374,Chiapas,Municipio_0006374,1350436,2.4663
6375,Baja California,Municipio_0006375,679232,1.4668
6376,Nayarit,Municipio_0006376,1003447,0.848
6377,Hidalgo,Municipio_0006377,1244265,2.3493
6378,Colima,Municipio_0006378,1604601,-1.1423
6379,Guerrero,Municipio_0006379,952596,0.3818
6380,Guerrero,Municipio_0006380,1786062,0.7604
6381,Veracruz,Municipio_0006381,1776073,-1.9277
6382,Tabasco,Municipio_0006382,1885858,-0.8866
6383,Michoacan,Municipio_0006383,128207,-2.013
6384,Chiapas,Municipio_0006384,1394177,-1.3571
6385,Tamaulipas,Municipio_0006385,1976057,-1.0863
6386,Michoacan,Municipio_0006386,647086,0.3814
6387,Veracruz,Municipio_0006387,336469,0.4348
6388,Quintana Roo,Municipio_0006388,309748,-2.3088
6389,Mexico,Municipio_0006389,453131,-0.0311
6390,Sinaloa,Municipio_0006390,1966453,0.9786
6391,Guerrero,Municipio_0006391,704208,1.2297
6392,Tabasco,Municipio_0006392,1680238,1.2732
6393,Baja California,Municipio_0006393,305340,-1.8365
6394,Colima,Municipio_0006394,585763,1.4925
6395,Veracruz,Municipio_0006395,1856004,-0.7077
6396,Sinaloa,Municipio_0006396,562473,-1.3253
6397,Guerrero,Municipio_0006397,1255183,-0.5435
6398,Durango,Municipio_0006398,683439,-0.9762
6399,Aguascalientes,Municipio_0006399,489893,-1.1882
6400,Campeche,Municipio_0006400,804879,1.5387
6401,Durango,Municipio_0006401,1801085,-0.4691
6402,Nuevo Leon,Municipio_0006402,34545,-0.774
6403,Michoacan,Municipio_0006403,1007981,1.6284
6404,Oaxaca,Municipio_0006404,1494916,0.4733
6405,Tlaxcala,Municipio_0006405,1547645,2.1932
6406,Sinaloa,Municipio_0006406,731820,-1.9565
6407,Campeche,Municipio_0006407,205665,0.0847
6408,Campeche,Municipio_0006408,1604679,-1.4752
6409,Queretaro,Municipio_0006409,1146142,-1.0557
6410,Guanajuato,Municipio_0006410,1866784,1.598
6411,Chiapas,Municipio_0006411,1917727,2.191
6412,Jalisco,Municipio_0006412,1354655,1.9009
6413,Morelos,Municipio_0006413,947054,-1.0215
6414,Colima,Municipio_0006414,815688,-0.4747
6415,Puebla,Municipio_0006415,1201121,1.4642
6416,Campeche,Municipio_0006416,886491,1.793
6417,Mexico,Municipio_0006417,774647,-0.9923
6418,Chiapas,Municipio_0006418,1623742,-1.1471
6419,Quintana Roo,Municipio_0006419,1029677,-1.4128
6420,Nuevo Leon,Municipio_0006420,1751388,-1.7153
6421,Sonora,Municipio_0006421,901751,-0.6439
6422,Chihuahua,Municipio_0006422,1558839,-2.3558
6423,Sonora,Municipio_0006423,535154,2.4102
6424,Sonora,Municipio_0006424,1953359,-2.2067
6425,Jalisco,Municipio_0006425,1979764,-0.9381
6426,Aguascalientes,Municipio_0006426,765065,1.7337
6427,Mexico,Municipio_0006427,1592293,-0.2479
6428,Guerrero,Municipio_0006428,1411757,-0.1298
6429,Coahuila,Municipio_0006429,118795,-1.5211
6430,Quintana Roo,Municipio_0006430,1122557,-2.2239
6431,Campeche,Municipio_0006431,349714,-0.8932
6432,San Luis Potosi,Municipio_0006432,518961,2.2243
6433,Nayarit,Municipio_0006433,1623751,-2.1688
6434,Chihuahua,Municipio_0006434,927619,1.8156
6435,Chiapas,Municipio_0006435,1198560,1.8626
6436,Tlaxcala,Municipio_0006436,260433,0.2975
6437,Michoacan,Municipio_0006437,1821032,-0.5073
6438,Sonora,Municipio_0006438,1755863,0.7173
6439,Chihuahua,Municipio_0006439,1005983,-1.8492
6440,Guanajuato,Municipio_0006440,1879801,1.7056
6441,Tabasco,Municipio_0006441,1038444,1.6313
6442,Oaxaca,Municipio_0006442,1768736,-1.7333
6443,Coahuila,Municipio_0006443,1820660,-2.2569
6444,San Luis Potosi,Municipio_0006444,484280,-2.0058
6445,Tabasco,Municipio_0006445,45411,1.4845
6446,Tabasco,Municipio_0006446,1294549,1.9246
6447,Queretaro,Municipio_0006447,1663697,1.6879
6448,Yucatan,Municipio_0006448,54164,-1.6548
6449,Oaxaca,Municipio_0006449,800237,1.3466
6450,Zacatecas,Municipio_0006450,1278125,-1.19
6451,Puebla,Municipio_0006451,1788409,1.2961
6452,Michoacan,Municipio_0006452,572292,-1.1897
6453,Chihuahua,Municipio_0006453,1901539,1.9538
6454,Yucatan,Municipio_0006454,1532710,-2.1503
6455,Jalisco,Municipio_0006455,1259558,-1.2468
6456,Tamaulipas,Municipio_0006456,1364226,-1.7857
6457,Tlaxcala,Municipio_0006457,1171620,-2.359
6458,San Luis Potosi,Municipio_0006458,502343,0.3053
6459,Tamaulipas,Municipio_0006459,1325885,0.0578
6460,Nayarit,Municipio_0006460,1809153,1.0235
6461,Jalisco,Municipio_0006461,1520956,-0.3563
6462,Sonora,Municipio_0006462,731131,0.6927
6463,Chiapas,Municipio_0006463,310852,-0.0401
6464,Aguascalientes,Municipio_0006464,1699020,1.8714
6465,Aguascalientes,Municipio_0006465,928710,-1.8076
6466,Baja California,Municipio_0006466,1153559,1.2659
6467,Tabasco,Municipio_0006467,805710,0.2472
6468,Yucatan,Municipio_0006468,164153,2.3756
6469,Oaxaca,Municipio_0006469,199839,0.2169
6470,Oaxaca,Municipio_0006470,312746,0.5415
6471,Baja California,Municipio_0006471,43235,-0.9119
6472,Sonora,Municipio_0006472,642605,1.5488
6473,Sonora,Municipio_0006473,943864,-1.5419
6474,Yucatan,Municipio_0006474,1074010,-0.7867
6475,Chiapas,Municipio_0006475,1955260,-1.9372
6476,Morelos,Municipio_0006476,568044,-0.753
6477,Tabasco,Municipio_0006477,977448,1.0943
6478,Campeche,Municipio_0006478,1649224,-2.0306
6479,Jalisco,Municipio_0006479,1889192,-1.4376
6480,Oaxaca,Municipio_0006480,1291067,0.9716
6481,Quintana Roo,Municipio_0006481,12142,-2.216
6482,Coahuila,Municipio_0006482,566584,-2.1018
6483,Campeche,Municipio_0006483,1558700,2.3134
6484,Puebla,Municipio_0006484,1823847,-0.8411
6485,Jalisco,Municipio_0006485,1027149,-0.8052
6486,Nayarit,Municipio_0006486,1484491,-0.8133
6487,Mexico,Municipio_0006487,1609859,0.5949
6488,Zacatecas,Municipio_0006488,1978294,2.0301
6489,Nayarit,Municipio_0006489,134389,-0.6751
6490,Nayarit,Municipio_0006490,1281720,2.1804
6491,Morelos,Municipio_0006491,714161,-1.9164
6492,Tlaxcala,Municipio_0006492,318529,-1.2062
6493,Jalisco,Municipio_0006493,1274631,0.7346
6494,Campeche,Municipio_0006494,394190,-0.0688
6495,Aguascalientes,Municipio_0006495,1109603,2.4663
6496,Yucatan,Municipio_0006496,9567,-1.8457
6497,Nayarit,Municipio_0006497,1964690,-0.3119
6498,Colima,Municipio_0006498,1874802,-2.3156
6499,Baja California,Municipio_0006499,654548,-2.2505
6500,Campeche,Municipio_0006500,1312759,-1.7053
6501,San Luis Potosi,Municipio_0006501,19509,0.1674
6502,Veracruz,Municipio_0006502,1814306,0.8075
6503,Tlaxcala,Municipio_0006503,1947809,-0.5935
6504,Oaxaca,Municipio_0006504,202616,0.435
6505,Puebla,Municipio_0006505,417254,-1.3092
6506,Durango,Municipio_0006506,381672,0.3444
6507,Guerrero,Municipio_0006507,1365565,0.2373
6508,San Luis Potosi,Municipio_0006508,1396139,-0.7143
6509,Colima,Municipio_0006509,831729,0.4291
6510,Colima,Municipio_0006510,547265,-2.1874
6511,Tamaulipas,Municipio_0006511,1434770,-0.251
6512,Quintana Roo,Municipio_0006512,617276,1.8649
6513,Tlaxcala,Municipio_0006513,1280314,-0.7732
6514,San Luis Potosi,Municipio_0006514,948319,0.758
6515,Guerrero,Municipio_0006515,1929207,0.2276
6516,Durango,Municipio_0006516,635132,0.8988
6517,Oaxaca,Municipio_0006517,1580230,1.4372
6518,Nuevo Leon,Municipio_0006518,823915,-0.9284
6519,Tlaxcala,Municipio_0006519,1036848,0.5152
6520,Morelos,Municipio_0006520,1157445,-1.0992
6521,Morelos,Municipio_0006521,945533,-0.8512
6522,Chihuahua,Municipio_0006522,1999148,2.3067
6523,Tamaulipas,Municipio_0006523,439189,-2.0242
6524,Veracruz,Municipio_0006524,1102202,0.6004
6525,Guanajuato,Municipio_0006525,1103913,1.6064
6526,Tlaxcala,Municipio_0006526,486739,-1.5898
6527,Hidalgo,Municipio_0006527,1704752,1.4485
6528,Nayarit,Municipio_0006528,680910,-2.0216
6529,Tabasco,Municipio_0006529,891246,-0.5656
6530,Morelos,Municipio_0006530,1314760,-0.1855
6531,Yucatan,Municipio_0006531,1973580,-0.2508
6532,Durango,Municipio_0006532,293718,-1.6485
6533,Nayarit,Municipio_0006533,260646,1.2809
6534,Colima,Municipio_0006534,1670962,-1.6862
6535,Colima,Municipio_0006535,1081659,-1.3569
6536,Sonora,Municipio_0006536,336220,-1.7235
6537,Guanajuato,Municipio_0006537,245496,-2.3566
6538,Nayarit,Municipio_0006538,707609,-0.8705
6539,Aguascalientes,Municipio_0006539,1643967,0.1694
6540,Nayarit,Municipio_0006540,1851266,0.5433
6541,Durango,Municipio_0006541,1660878,-0.5803
6542,Guanajuato,Municipio_0006542,1214856,1.5848
6543,Guanajuato,Municipio_0006543,887537,-0.4459
6544,Guanajuato,Municipio_0006544,1314301,-0.2804
6545,Tabasco,Municipio_0006545,48471,-1.18
6546,Aguascalientes,Municipio_0006546,216418,-0.5895
6547,Queretaro,Municipio_0006547,428153,2.3342
6548,Sonora,Municipio_0006548,263831,-2.2054
6549,Tabasco,Municipio_0006549,555568,-2.3955
6550,Queretaro,Municipio_0006550,1414540,-2.0715
6551,Veracruz,Municipio_0006551,1121868,0.0166
6552,Yucatan,Municipio_0006552,926574,0.2602
6553,Michoacan,Municipio_0006553,395010,-1.5397
6554,Tlaxcala,Municipio_0006554,1642207,-1.7852
6555,Michoacan,Municipio_0006555,1665953,0.4478
6556,Veracruz,Municipio_0006556,406172,0.1735
6557,Quintana Roo,Municipio_0006557,1881599,0.3213
6558,Morelos,Municipio_0006558,1675425,-2.4264
6559,Guanajuato,Municipio_0006559,1835435,1.7778
6560,Zacatecas,Municipio_0006560,1835076,-1.8811
6561,Baja California,Municipio_0006561,1686104,1.684
6562,Sonora,Municipio_0006562,1125479,-2.2167
6563,Tamaulipas,Municipio_0006563,499646,2.257
6564,Baja California,Municipio_0006564,1428893,0.122
6565,Baja California,Municipio_0006565,1522899,0.4011
6566,Oaxaca,Municipio_0006566,1069188,-1.7529
6567,Veracruz,Municipio_0006567,222504,2.0292
6568,Queretaro,Municipio_0006568,943456,1.7599
6569,Coahuila,Municipio_0006569,1066000,-1.2548
6570,Mexico,Municipio_0006570,200779,-0.093
6571,Michoacan,Municipio_0006571,1841270,-0.5023
6572,San Luis Potosi,Municipio_0006572,1237313,1.489
6573,Puebla,Municipio_0006573,1538908,-0.2972
6574,Quintana Roo,Municipio_0006574,475386,1.536
6575,Hidalgo,Municipio_0006575,998896,1.7615
6576,Jalisco,Municipio_0006576,1853443,-0.8663
6577,Puebla,Municipio_0006577,514794,-0.6637
6578,Sonora,Municipio_0006578,722326,-1.7258
6579,Tamaulipas,Municipio_0006579,1305764,-1.9387
6580,Jalisco,Municipio_0006580,18745,-0.3627
6581,Oaxaca,Municipio_0006581,582372,-0.8463
6582,Michoacan,Municipio_0006582,866617,-2.1939
6583,Queretaro,Municipio_0006583,577968,1.4898
6584,Puebla,Municipio_0006584,239543,0.9382
6585,Aguascalientes,Municipio_0006585,1786799,2.4659
6586,Chiapas,Municipio_0006586,1829393,-0.2415
6587,Guanajuato,Municipio_0006587,909557,-0.0963
6588,Baja California,Municipio_0006588,1021306,1.1332
6589,Campeche,Municipio_0006589,1428349,-1.6923
6590,Chiapas,Municipio_0006590,1189201,-2.2549
6591,Jalisco,Municipio_0006591,230409,-0.0541
6592,Aguascalientes,Municipio_0006592,269168,0.6105
6593,Campeche,Municipio_0006593,1462055,-2.2355
6594,Coahuila,Municipio_0006594,1779680,-0.4594
6595,Campeche,Municipio_0006595,182386,0.0509
6596,Mexico,Municipio_0006596,681122,1.063
6597,Aguascalientes,Municipio_0006597,1872350,1.5754
6598,Queretaro,Municipio_0006598,577096,1.255
6599,Tlaxcala,Municipio_0006599,1366063,-1.5899
6600,Jalisco,Municipio_0006600,643871,0.0691
6601,Zacatecas,Municipio_0006601,1452721,-2.2197
6602,Oaxaca,Municipio_0006602,1571652,0.8689
6603,Morelos,Municipio_0006603,1096408,-0.735
6604,Morelos,Municipio_0006604,887874,1.9444
6605,Hidalgo,Municipio_0006605,578112,-1.9257
6606,Hidalgo,Municipio_0006606,290936,-1.611
6607,Puebla,Municipio_0006607,1798682,2.1244
6608,Puebla,Municipio_0006608,493741,0.9897
6609,Puebla,Municipio_0006609,634181,1.0772
6610,Puebla,Municipio_0006610,1949699,0.8185
6611,Colima,Municipio_0006611,497459,-0.4153
6612,Campeche,Municipio_0006612,143678,2.2238
6613,Nayarit,Municipio_0006613,912675,2.1657
6614,Puebla,Municipio_0006614,1643853,1.5882
6615,Guanajuato,Municipio_0006615,476298,-1.5128
6616,Sinaloa,Municipio_0006616,1175005,-0.5024
6617,Nuevo Leon,Municipio_0006617,423867,0.047
6618,Colima,Municipio_0006618,1798891,1.3011
6619,Hidalgo,Municipio_0006619,356792,0.4678
6620,Tlaxcala,Municipio_0006620,1393260,-2.4125
6621,Chiapas,Municipio_0006621,1898075,2.3415
6622,Oaxaca,Municipio_0006622,1882129,0.4073
6623,Sinaloa,Municipio_0006623,1570548,2.2546
6624,Hidalgo,Municipio_0006624,999531,1.0058
6625,Nuevo Leon,Municipio_0006625,1997759,-0.0866
6626,Chihuahua,Municipio_0006626,716798,-0.0647
6627,Queretaro,Municipio_0006627,1365142,2.1373
6628,Yucatan,Municipio_0006628,842207,0.8574
6629,Tabasco,Municipio_0006629,332325,1.6577
6630,Durango,Municipio_0006630,27919,-0.8532
6631,Michoacan,Municipio_0006631,441255,0.2657
6632,Queretaro,Municipio_0006632,543336,-1.1041
6633,Tamaulipas,Municipio_0006633,1778623,-2.2367
6634,Michoacan,Municipio_0006634,504833,-1.9084
6635,Durango,Municipio_0006635,1687176,-1.8643
